gidx	chrom	start	end	srd	tpm	IQR	gid	n_tss
g17105	B07	170582479	170582584	-	7.683735166282488	5	Zm00001d022111	1
g17106	B07	170583553	170583756	+	21.079055246251727	83	Zm00001d022112	1
g17107	B07	170587280	170587427	+	2.8452920828360604	63	Zm00001d022113	1
g17108	B07	170603989	170604145	-	11.228195393400313	59	Zm00001d022114	1
g17109	B07	170664994	170665144	+	14.701587252800056	57	Zm00001d022115	1
g17110	B07	170798860	170799089	-	13.25127966709581	87	Zm00001d022122	1
g17111	B07	170836479	170836555	-	36.21738670906395	11	Zm00001d022124	1
g17112	B07	170837861	170838066	+	4.360114431277416	115	Zm00001d022125	1
g17113	B07	170885812	170886227	+	9.170055656910542	374	Zm00001d022126	2
g17114	B07	170890224	170890740	+	67.15810230858601	0	Zm00001d022127	2
g17115	B07	170933266	170933882	-	98.3406199501073	307	Zm00001d022130	1
g17116	B07	170939117	170939225	-	0.7920892000745821	79	Zm00001d022131	1
g17117	B07	170948938	170949453	+	22.39263805743972	235	Zm00001d022132	2
g17118	B07	170975191	170976475	-	164.71138544210893	8	Zm00001d022134	4
g17119	B07	171049641	171050049	+	79.60839068150517	16	Zm00001d022139	1
g17120	B07	171061362	171061483	-	7.722797656189184	28	Zm00001d022141	1
g17121	B07	171061531	171061698	+	3.311312688567019	74	Zm00001d022142	1
g17122	B07	171094182	171094457	+	5.852045832813201	135	Zm00001d022143	1
g17123	B07	171132402	171132507	-	14.082210678119234	4	Zm00001d022144	1
g17124	B07	171253882	171254102	+	8.44419809534078	91	Zm00001d022148	1
g17125	B07	171318251	171318268	+	0.9717122526982197	4	Zm00001d022151	1
g17126	B07	171327780	171328045	-	14.024499372130327	59	Zm00001d022152	1
g17127	B07	171358770	171358935	+	0.8630671940940169	61	Zm00001d022153	1
g17128	B07	171381472	171381499	-	0.7052741562454508	5	Zm00001d022154	1
g17129	B07	171391044	171391180	+	8.919243675089358	7	Zm00001d022155	1
g17130	B07	171435897	171436044	+	19.894932280569478	91	Zm00001d022159	1
g17131	B07	171442254	171442934	+	12.900508828312523	86	Zm00001d022160	2
g17132	B07	171452299	171452574	+	7.287222879213779	125	Zm00001d022161	1
g17133	B07	171487197	171487352	+	2.684487012061146	51	Zm00001d022163	1
g17134	B07	171498026	171498185	-	4.425498731572756	67	Zm00001d022164	1
g17135	B07	171509121	171510181	-	10.314104413257231	971	Zm00001d022166	2
g17136	B07	171513546	171513546	+	0.5248613818135515	0	Zm00001d022167	1
g17137	B07	171557786	171557945	+	4.98618115780009	54	Zm00001d022168	1
g17138	B07	171696527	171696667	+	3.2877398154957604	52	Zm00001d022169	1
g17139	B07	171727713	171728012	-	3.443187278891949	209	Zm00001d022172	1
g17140	B07	171751412	171751713	-	10.122840150688956	81	Zm00001d022176	1
g17141	B07	171777720	171777875	-	3.4761612138771363	64	Zm00001d022177	1
g17142	B07	171984087	171984488	+	29.77099332985171	190	Zm00001d022179	1
g17143	B07	171990562	172001332	+	32.93911496453301	10632	Zm00001d022180	2
g17144	B07	172078696	172079274	-	167.2795481353242	3	Zm00001d022181	1
g17145	B07	172169850	172170057	-	1.8331823602604276	128	Zm00001d022182	1
g17146	B07	172173620	172182586	-	17.339421589478913	46	Zm00001d022184	3
g17147	B07	172190261	172190467	-	7.569936932096485	75	Zm00001d022185	1
g17148	B07	172304325	172304497	+	13.976552372181821	44	Zm00001d022188	1
g17149	B07	172321366	172321582	+	10.231819469787133	34	Zm00001d022189	1
g17150	B07	172343992	172344218	-	36.484842676259646	63	Zm00001d022190	1
g17151	B07	172374535	172374702	-	8.108275411976757	43	Zm00001d022191	1
g17152	B07	172576670	172576740	+	0.5354600792647213	65	Zm00001d022194	1
g17153	B07	172629567	172629581	-	0.43412424262734284	7	Zm00001d022195	1
g17154	B07	172630378	172630395	+	10.91157731419948	2	Zm00001d022196	1
g17155	B07	172634947	172635088	-	4.962315426635545	69	Zm00001d022197	1
g17156	B07	172699804	172699904	+	2.071324468540813	65	Zm00001d022199	1
g17157	B07	172707301	172707512	+	8.53167608376119	189	Zm00001d022200	2
g17158	B07	172717169	172717462	-	24.730366248892846	31	Zm00001d022201	1
g17159	B07	172761271	172761421	-	4.626152225299727	71	Zm00001d022202	1
g17160	B07	172763738	172763926	-	3.8894891953391424	42	Zm00001d022203	1
g17161	B07	172829965	172830145	+	9.904039883205705	60	Zm00001d022205	1
g17162	B07	172841160	172841319	+	2.1429684385952057	56	Zm00001d022206	1
g17163	B07	172900912	172901083	+	8.559675691220978	55	Zm00001d022209	1
g17164	B07	172909341	172909514	-	1.7001945575851958	76	Zm00001d022210	1
g17165	B07	172910328	172910485	+	1.0446788370455515	74	Zm00001d022211	1
g17166	B07	172915435	172916025	-	4.905543028669668	419	Zm00001d022212	2
g17167	B07	172977291	172977351	+	0.8866899566008618	59	Zm00001d022217	1
g17168	B07	173071664	173071672	+	2.7545612480920707	2	Zm00001d022222	1
g17169	B07	173087245	173087373	-	6.5891856860195075	31	Zm00001d022225	1
g17170	B07	173092769	173092829	-	0.9711153591894734	14	Zm00001d022226	1
g17171	B07	173167794	173168062	-	5.5329852871247205	47	Zm00001d022227	2
g17172	B07	173192784	173192830	+	12.745307612736397	2	Zm00001d022228	1
g17173	B07	173198439	173198636	-	5.563375699031652	25	Zm00001d022229	1
g17174	B07	173266131	173266336	+	5.988218104132412	101	Zm00001d022230	1
g17175	B07	173286953	173287072	-	1.9148391599951438	73	Zm00001d022231	1
g17176	B07	173367370	173367393	-	4.512693973621586	13	Zm00001d022233	1
g17177	B07	173373850	173373888	+	6.842078552658069	6	Zm00001d022234	1
g17178	B07	173376124	173376245	+	1.6446328611893701	29	Zm00001d022236	1
g17179	B07	173379223	173379319	+	30.019297922963563	5	Zm00001d022237	1
g17180	B07	173392078	173392233	+	13.93754475569511	58	Zm00001d022238	1
g17181	B07	173400784	173401099	-	33.82756991063143	84	Zm00001d022239	1
g17182	B07	173421062	173421196	-	4.10300696423478	43	Zm00001d022240	1
g17183	B07	173464323	173464527	+	4.173548922311406	116	Zm00001d022241	1
g17184	B07	173473509	173473625	-	5.092851394103839	39	Zm00001d022242	1
g17185	B07	173492676	173492778	+	5.67071495085873	13	Zm00001d022243	1
g17186	B07	173501625	173501778	-	10.348239331722814	72	Zm00001d022244	1
g17187	B07	173537041	173537099	+	3.0067544602101086	1	Zm00001d022245	1
g17188	B07	173543174	173543182	-	0.4073199287942443	3	ENSRNA049476774	1
g17189	B07	173547753	173547923	-	5.855481994825556	50	Zm00001d022246	1
g17190	B07	173564192	173564334	-	13.975025862087136	25	Zm00001d022247	1
g17191	B07	173616903	173617097	+	12.544558827217275	73	Zm00001d022248	1
g17192	B07	173622905	173622965	+	1.0296037488224357	19	Zm00001d022249	1
g17193	B07	173626433	173626557	-	0.9679627385635324	61	Zm00001d022250	1
g17194	B07	173630312	173630539	+	8.514124412242538	97	Zm00001d022251	1
g17195	B07	173658498	173658805	-	2.0834758602428693	234	Zm00001d022252	1
g17196	B07	173715532	173715720	-	22.791782977665335	7	Zm00001d022254	2
g17197	B07	173797134	173797266	+	6.704104618350882	35	Zm00001d022257	1
g17198	B07	173807872	173808173	+	7.226200808657841	152	Zm00001d022258	1
g17199	B07	173850963	173851127	+	2.3691707538185858	78	Zm00001d022259	1
g17200	B07	173865270	173865291	+	0.9810286353909454	3	Zm00001d022262	1
g17201	B07	173953255	173954234	+	469.0264358618965	7	Zm00001d022264	2
g17202	B07	173957527	173957648	-	2.3761627510551993	75	Zm00001d022265	1
g17203	B07	173958734	173958886	+	2.130520811762197	57	Zm00001d022266	1
g17204	B07	173985577	173985692	+	1.7911680811041437	62	Zm00001d022267	1
g17205	B07	174019096	174019314	+	1.6952821328258239	150	Zm00001d022269	1
g17206	B07	174099758	174099946	-	16.60568406832488	47	Zm00001d022273	1
g17207	B07	174144223	174144409	-	26.437901392998977	11	Zm00001d022274	1
g17208	B07	174207442	174208788	+	33.514776796598206	68	Zm00001d022275	2
g17209	B07	174259404	174259495	-	0.6717676028520757	70	Zm00001d022276	1
g17210	B07	174294537	174294647	+	9.175326305437768	3	Zm00001d022277	1
g17211	B07	174342404	174342411	+	0.3493597989749303	1	Zm00001d022279	1
g17212	B07	174357830	174357854	+	8.598600894352376	4	Zm00001d022280	1
g17213	B07	174365633	174365650	-	4.35996223154019	4	Zm00001d022281	1
g17214	B07	174371772	174371791	+	2.4573365897017996	0	Zm00001d022282	1
g17215	B07	174421501	174421535	+	17.978026822853096	4	Zm00001d022283	1
g17216	B07	174455400	174455540	-	6.499130174255283	75	Zm00001d022284	2
g17217	B07	174481424	174482115	-	51.144904378301874	75	Zm00001d022286	3
g17218	B07	174560736	174560750	-	0.8666960473958595	4	Zm00001d022289	1
g17219	B07	174598632	174598658	-	18.792225792384226	4	Zm00001d022290	1
g17220	B07	174700634	174700760	-	1.6432332485282017	75	Zm00001d022295	1
g17221	B07	174759498	174759647	+	15.342516603767832	13	Zm00001d022301	1
g17222	B07	174780650	174780855	+	8.85707221159511	6	Zm00001d022302	2
g17223	B07	174831437	174833769	-	8.816739729965557	495	Zm00001d022305	4
g17224	B07	174845340	174845413	-	2.4329504913765785	3	Zm00001d022306	1
g17225	B07	174845603	174845735	+	5.254369233571261	7	Zm00001d022307	1
g17226	B07	174904208	174904328	-	18.965739498339982	27	Zm00001d022308	1
g17227	B07	174905330	174905342	+	1.3744156715374827	5	Zm00001d022309	1
g17228	B07	174918263	174918313	-	0.7409846533980279	32	Zm00001d022311	1
g17229	B07	174972305	174972390	+	0.7136384332476358	38	Zm00001d022313	1
g17230	B07	175013560	175013912	-	5.803007059923692	109	Zm00001d022314	1
g17231	B07	175019563	175019704	+	1.7089451043557564	72	Zm00001d022315	1
g17232	B07	175112418	175112556	+	13.46225039193402	12	Zm00001d022316	1
g17233	B07	175339872	175339887	+	1.4545643809409783	3	Zm00001d022320	1
g17234	B07	175375173	175375751	-	4.1281565660315245	526	Zm00001d022321	2
g17235	B07	175409711	175410076	+	31.40410177047451	94	Zm00001d022322	1
g17236	B07	175464074	175464249	-	9.426161818649549	85	Zm00001d022324	2
g17237	B07	175515866	175516035	-	3.366870603535277	26	Zm00001d022326	1
g17238	B07	175528622	175528955	-	33.69473356185045	13	Zm00001d022327	2
g17239	B07	175565233	175565365	-	10.601587025765712	4	Zm00001d022330	1
g17240	B07	175622387	175622484	-	0.8349651175214893	72	Zm00001d022332	1
g17241	B07	175622582	175622724	+	5.938165068372499	58	Zm00001d022333	1
g17242	B07	175626564	175626861	+	5.956810914690123	91	Zm00001d022334	1
g17243	B07	175635242	175635449	-	3.5169975768102897	163	Zm00001d022335	1
g17244	B07	175701695	175701886	+	17.8784596428878	51	Zm00001d022337	1
g17245	B07	175726971	175727264	-	16.937337744801244	75	Zm00001d022338	1
g17246	B07	175740734	175741050	-	5.624419316410769	184	Zm00001d022340	1
g17247	B07	175842024	175842382	+	40.95854476011455	114	Zm00001d022341	1
g17248	B07	175850733	175851295	-	6.891432067789189	116	Zm00001d022342	3
g17249	B07	175900996	175901614	+	31.009300036776843	291	Zm00001d022343	1
g17250	B07	175974460	175974571	-	0.9693192099217517	63	Zm00001d022347	1
g17251	B07	176003555	176003561	-	0.3805589229731409	5	Zm00001d022351	1
g17252	B07	176065204	176065327	-	4.211604961708045	52	Zm00001d022352	1
g17253	B07	176066207	176066352	+	1.6493682922627846	84	Zm00001d022353	1
g17254	B07	176069118	176069257	+	26.885234062418846	30	Zm00001d022354	1
g17255	B07	176075242	176075450	-	1.483361797433152	145	Zm00001d022355	2
g17256	B07	176159992	176160557	-	10.724037602882582	296	Zm00001d022364	2
g17257	B07	176179644	176179989	-	32.35206125165048	52	Zm00001d022366	1
g17258	B07	176185399	176185747	+	7.4201494210578405	128	Zm00001d022367	2
g17259	B07	176190427	176190500	-	0.4314646392405801	26	Zm00001d022368	1
g17260	B07	176239126	176239233	+	5.283592855505865	29	Zm00001d022369	1
g17261	B07	176262310	176262519	+	25.21127732712615	43	Zm00001d022371	2
g17262	B07	176271825	176271923	+	0.5320614220400998	58	Zm00001d022373	1
g17263	B07	176278053	176278124	-	4.699194886433397	10	Zm00001d022374	1
g17264	B07	176432888	176433106	+	14.833204877913728	100	Zm00001d022378	1
g17265	B07	176458766	176458972	+	8.92831532542279	4	Zm00001d022380	1
g17266	B07	176462557	176482256	+	23.04292471569815	163	Zm00001d022381	5
g17267	B07	176510566	176510566	+	1.7743331115394074	0	Zm00001d022383	1
g17268	B07	176525313	176525503	-	8.361279651253122	77	Zm00001d022384	1
g17269	B07	176537382	176537505	-	6.260348211153973	39	Zm00001d022386	1
g17270	B07	176575761	176576053	+	4.84631288467256	193	Zm00001d022387	2
g17271	B07	176605662	176607465	-	115.052073240086	454	Zm00001d022388	2
g17272	B07	176616584	176616954	+	20.82209743853299	6	Zm00001d022390	2
g17273	B07	176627960	176628067	-	0.6282049198066345	83	Zm00001d022391	1
g17274	B07	176668444	176668615	-	10.419725002197813	46	Zm00001d022393	1
g17275	B07	176671631	176671717	+	0.5387681315805846	72	Zm00001d022394	1
g17276	B07	176678151	176678322	-	16.805996195086877	67	Zm00001d022395	3
g17277	B07	176696184	176696346	-	9.231918500846767	24	Zm00001d022396	1
g17278	B07	176814220	176814409	+	11.917445096130251	11	Zm00001d022400	1
g17279	B07	176819786	176819951	+	1.7584827894670862	59	Zm00001d022401	1
g17280	B07	176885142	176885505	-	15.980032897907467	97	Zm00001d022405	2
g17281	B07	176977309	176978329	+	9.628371401526008	124	Zm00001d022406	3
g17282	B07	176992544	176992807	-	4.419241401260175	146	Zm00001d022407	1
g17283	B07	177124025	177124181	+	9.083382272929596	62	Zm00001d022414	1
g17284	B07	177131057	177131647	-	298.0967235703243	139	Zm00001d022416	1
g17285	B07	177222710	177223270	-	2.7584080418231367	516	Zm00001d022417	3
g17286	B07	177231345	177231447	-	5.12086750315599	26	Zm00001d022418	1
g17287	B07	177289391	177289505	-	48.70304344863738	5	Zm00001d022420	1
g17288	B07	177325451	177325828	-	75.52506269677353	0	Zm00001d022421	1
g17289	B07	177373454	177374057	+	10.864655907113708	337	Zm00001d022424	2
g17290	B07	177411753	177412283	-	36.56772723946795	310	Zm00001d022425	1
g17291	B07	177449543	177449972	+	16.313812610721428	206	Zm00001d022427	1
g17292	B07	177464913	177465126	-	1.6140146283317307	168	Zm00001d022428	2
g17293	B07	177475692	177490932	-	7.675995826257729	15135	Zm00001d022429	2
g17294	B07	177634602	177634900	+	31.844240851499773	20	Zm00001d022432	1
g17295	B07	177640158	177640471	+	22.700251690852987	13	Zm00001d022433	2
g17296	B07	177649581	177649879	-	14.613781263746581	90	Zm00001d022434	1
g17297	B07	177665658	177666211	+	15.175778890951907	116	Zm00001d022435	2
g17298	B07	177672311	177672504	+	2.8434835360184856	118	Zm00001d022436	1
g17299	B07	177695617	177695762	+	1.406499892473178	82	Zm00001d022437	1
g17300	B07	177702899	177703111	+	87.85747589214161	34	Zm00001d022438	1
g17301	B07	177716636	177717040	+	14.873771433342347	216	Zm00001d022440	1
g17302	B07	177744925	177745097	+	3.213683819573529	79	Zm00001d022442	1
g17303	B07	177903283	177903483	-	34.80153072758475	48	Zm00001d022445	1
g17304	B07	177933707	177933719	+	0.4445422641569087	9	Zm00001d022448	1
g17305	B07	177942859	177943141	+	25.891488581026508	68	Zm00001d022449	1
g17306	B07	178000643	178000967	-	14.32234314493125	13	Zm00001d022451	2
g17307	B07	178050730	178050761	+	8.109309057852773	3	Zm00001d022453	1
g17308	B07	178054200	178054238	+	0.7692397290781076	30	Zm00001d022454	1
g17309	B07	178097961	178098975	-	144.30274019779327	93	Zm00001d022456	2
g17310	B07	178109253	178109319	-	12.500286949716102	2	Zm00001d022457	1
g17311	B07	178125543	178125904	-	60.64878794797516	6	Zm00001d022458	2
g17312	B07	178138945	178139134	+	8.878290692725937	60	Zm00001d022460	1
g17313	B07	178147086	178147167	+	34.225810628908526	5	Zm00001d022461	1
g17314	B07	178150778	178150918	-	33.447141662878074	1	Zm00001d022462	1
g17315	B07	178166905	178167071	-	37.74715124036826	7	Zm00001d022463	1
g17316	B07	178202416	178202879	+	82.34267991885669	49	Zm00001d022464	1
g17317	B07	178206954	178207165	+	6.215127273614304	113	Zm00001d022465	1
g17318	B07	178213102	178213309	+	9.991800508123461	83	Zm00001d022466	1
g17319	B07	178218242	178218258	+	0.6235627047828932	7	Zm00001d022467	1
g17320	B07	178249344	178259470	-	15.784806255335244	9775	Zm00001d022469	3
g17321	B07	178335678	178335790	-	3.583919180863968	24	Zm00001d022474	1
g17322	B07	178366401	178366639	-	7.118582286188381	106	Zm00001d022475	1
g17323	B07	178367745	178367753	-	0.388473756921779	3	Zm00001d022477	1
g17324	B07	178397419	178397430	-	0.7336928592067558	5	Zm00001d022478	1
g17325	B07	178455261	178455392	-	0.3140243578848305	61	Zm00001d022479	1
g17326	B07	178481195	178481508	-	25.655334248750275	48	Zm00001d022481	1
g17327	B07	178566048	178566269	+	4.44833805715071	135	Zm00001d022485	2
g17328	B07	178592763	178592875	+	11.511994619637472	71	Zm00001d022487	1
g17329	B07	178613847	178614067	-	46.553412981178354	66	Zm00001d022489	1
g17330	B07	178662777	178663127	+	31.716685872692068	66	Zm00001d022490	1
g17331	B07	178728967	178729045	+	5.581159439069572	7	Zm00001d022492	1
g17332	B07	178738270	178738502	-	7.127364269822951	99	Zm00001d022493	1
g17333	B07	178743415	178743424	+	0.8331841079525873	2	Zm00001d001286	1
g17334	B07	178785319	178785752	+	10.935947935673573	196	Zm00001d022496	2
g17335	B07	178840658	178840816	+	9.963476851119486	59	Zm00001d022498	1
g17336	B07	178853082	178853223	-	2.7432923350104703	80	Zm00001d022499	1
g17337	B07	179002715	179002899	+	11.519582929691227	51	Zm00001d022502	1
g17338	B07	179052351	179052466	-	65.45430593080309	7	Zm00001d022504	1
g17339	B07	179058134	179058321	+	13.459078580486201	98	Zm00001d022505	1
g17340	B07	179066416	179066482	-	1.7104604518279958	13	Zm00001d022506	2
g17341	B07	179102638	179102821	+	5.492354173863245	127	Zm00001d022509	1
g17342	B07	179112889	179113230	-	11.871899568695886	178	Zm00001d022510	1
g17343	B07	179129699	179129889	+	1.7973183731714406	90	Zm00001d022512	1
g17344	B07	179171296	179171964	-	51.2323949936288	8	Zm00001d022513	2
g17345	B07	179172135	179172214	+	0.46678151292099146	45	Zm00001d022514	1
g17346	B07	179243913	179243946	+	33.977914543789645	5	Zm00001d022516	1
g17347	B07	179273871	179273888	+	2.565437345317331	9	Zm00001d022517	1
g17348	B07	179280315	179280517	+	16.648956177165008	27	Zm00001d022518	1
g17349	B07	179332230	179332240	+	1.4692426301925796	2	Zm00001d022524	1
g17350	B07	179341824	179342019	-	22.03208400948323	20	Zm00001d022525	1
g17351	B07	179352086	179352127	-	3.0060682995935353	7	Zm00001d022526	1
g17352	B07	179370054	179370379	-	27.314365979172496	171	Zm00001d022527	1
g17353	B07	179481256	179481625	-	45.40393436160215	52	Zm00001d022531	1
g17354	B07	179611666	179611946	+	5.5211145367797725	165	Zm00001d022534	1
g17355	B07	179632756	179632829	-	1.3510789013285909	17	Zm00001d022535	1
g17356	B07	179671142	179671237	+	3.904542584737608	48	Zm00001d022536	1
g17357	B07	179677615	179677739	+	1.466109444798228	80	Zm00001d022537	1
g17358	B07	179741888	179742063	+	5.048413961152479	118	Zm00001d022541	1
g17359	B07	179752954	179753861	-	13.02960252245764	291	Zm00001d022542	2
g17360	B07	179774201	179774351	-	15.84781947471763	37	Zm00001d022544	1
g17361	B07	179780699	179782773	+	209.49336108708522	11	Zm00001d022546	5
g17362	B07	179788191	179788558	-	1.0975000887498865	306	Zm00001d022547	2
g17363	B07	179796772	179796811	-	0.8852644564539397	5	Zm00001d022549	1
g17364	B07	179805164	179805397	-	9.876794714604475	130	Zm00001d022550	1
g17365	B07	179884591	179884716	+	1.1523561411049998	59	Zm00001d022551	1
g17366	B07	179891515	179891604	-	1.5322782375601671	4	Zm00001d022552	1
g17367	B07	179904347	179904415	-	29.062129632375367	3	Zm00001d022553	1
g17368	B07	179927880	179928148	-	30.396666050444356	143	Zm00001d022554	1
g17369	B07	179965282	179965653	-	27.990236038446962	139	Zm00001d022557	1
